PlaceID,Name,Address,Suburb,Postcode,Municipality,HeritagePlaceStatus
7844,St Josephs Catholic Church andrPresbytery,PONTIFEX ST,QUEENSTOWN,7467,West Coast Council,Permanently Registered
7932,Original Ross Burial Ground,PORTUGAL ST,ROSS,7209,Northern Midlands Council,Permanently Registered
7933,Catholic Cemetery,32 PARK ST,ROSS,7209,Northern Midlands Council,Permanently Registered
7937,House,243 MACQUARIE ST,HOBART,7000,Hobart City Council,Permanently Registered
7938,Former Station Master's Cottage No.r18,11 MAIN RD,CLAREMONT,7011,Glenorchy City Council,Permanently Registered
7939,International Wall of Friendship,188 COLLINS ST,HOBART,7000,Hobart City Council,Permanently Registered
7940,Taswegia,55-56 FORMBY RD,DEVONPORT,7310,Devonport City Council,Permanently Registered
7941,Ockerby Gardens,35 CLEVELAND ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
7942,Cottage,4 CHARLES ST S,SOUTH LAUNCESTON,7249,Launceston City Council,Permanently Registered
7943,Cottage,5 CHARLES ST S,SOUTH LAUNCESTON,7249,Launceston City Council,Permanently Registered
7944,Cottage,14 CHARLES ST S,SOUTH LAUNCESTON,7249,Launceston City Council,Permanently Registered
7945,Cottage,15 CHARLES ST S,SOUTH LAUNCESTON,7249,Launceston City Council,Permanently Registered
7946,Cottage,16 CHARLES ST,SOUTH LAUNCESTON,7249,Launceston City Council,Permanently Registered
7948,Cottage,16 WEST ST,SOUTH LAUNCESTON,7249,Launceston City Council,Permanently Registered
7950,Cottage,14 NORTH ST,SOUTH LAUNCESTON,7249,Launceston City Council,Permanently Registered
7957,St George's Anglican Church,4 DUNN ST,MATHINNA,7214,Break O'Day Council,Permanently Registered
7959,House,10 AILEEN CRES,HILLCREST,7320,Burnie City Council,Permanently Registered
7961,Former All Saints Church,46 CHAFFEY ST,GLADSTONE,7264,Dorset Council,Permanently Registered
7962,House,48 STATION ST,MOONAH,7009,Glenorchy City Council,Permanently Registered
7963,Conjoined House,14-20 LEWIS ST,NORTH HOBART,7000,Hobart City Council,Permanently Registered
7964,Conjoined House,14-20 LEWIS ST,NORTH HOBART,7000,Hobart City Council,Permanently Registered
7965,Congregational Cemetery,71 CEMETERY RD,GEEVESTON,7116,Huon Valley Council,Permanently Registered
7966,Shop and Flat,60-62 MARGARET ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
7967,House,64 MARGARET ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
7968,House,66 MARGARET ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
7969,House,68 MARGARET ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
7970,House,70 MARGARET ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
7971,House,72 MARGARET ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
7972,Rose Lane Park,N/A WESTBURY RD,SOUTH LAUNCESTON,7249,Launceston City Council,Permanently Registered
7974,St George's Church,100 INVERMAY RD,INVERMAY,7248,Launceston City Council,Permanently Registered
7975,St John's Church,191 WHITE HILLS RD,WHITE HILLS,7258,Launceston City Council,Permanently Registered
7977,All Saints' Anglican Church,190 DAIRY PLAINS RD,DAIRY PLAINS,7304,Meander Valley Council,Permanently Registered
7979,Parkham Anglican Church & Hall,9 BRADYS PLAIN RD,PARKHAM,7304,Meander Valley Council,Permanently Registered
7980,Former St David's Anglican Church,975 SELBOURNE RD,SELBOURNE,7292,Meander Valley Council,Permanently Registered
7981,Christ Church and Cemetery,136 CONARA RD,CONARA,7211,Northern Midlands Council,Permanently Registered
7983,St Andrew's Church,13790 MIDLAND HWY,EPPING FOREST,7211,Northern Midlands Council,Permanently Registered
7986,Balemo,61 BOURKE ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
7987,House,201 BATHURST ST,WEST HOBART,7000,Hobart City Council,Permanently Registered
7989,Nugent Church,2020 NUGENT RD,NUGENT,7172,Sorell Council,Permanently Registered
7990,Clarence Point Community Hall,SUNSET BVD,CLARENCE POINT,7270,West Tamar Council,Permanently Registered
7992,Former Mill (Gibsons),17 MORRISON ST,HOBART,7000,Hobart City Council,Permanently Registered
7993,House,GILBERT ST,LATROBE,7307,Latrobe Council,Permanently Registered
7996,House,629 MAIN RD,BERRIEDALE,7011,Glenorchy City Council,Permanently Registered
7997,Former Avoca Primary School,16 BLENHEIM ST,AVOCA,7213,Northern Midlands Council,Permanently Registered
8003,Newland,7 BEACH RD,SANDY BAY,7005,Hobart City Council,Permanently Registered
8004,Cranleigh,9 BEACH RD,SANDY BAY,7005,Hobart City Council,Permanently Registered
8053,Ventura,85 BROOKER AVE,GLEBE,7000,Hobart City Council,Permanently Registered
8055,Louisville,35 BAY RD,NEW TOWN,7008,Hobart City Council,Permanently Registered
8056,St Martin's Church,116 ARTHUR HWY,DUNALLEY,7177,Sorell Council,Permanently Registered
8061,Cottage,3 ALEXANDER ST,BOTHWELL,7030,Central Highlands Council,Permanently Registered
8063,Cottage,4 DALRYMPLE ST,BOTHWELL,7030,Central Highlands Council,Permanently Registered
8065,Settlers Park Cemetery,67 CHANNEL HWY,KINGSTON,7050,Kingborough Council,Permanently Registered
8069,Taroona House,17 TAROONA CRES,TAROONA,7053,Kingborough Council,Permanently Registered
8071,Uniting Church,2 FORD RD,PONTVILLE,7030,Brighton Council,Permanently Registered
8072,House,125 DAVEY ST,HOBART,7000,Hobart City Council,Permanently Registered
8073,House,127 DAVEY ST,HOBART,7000,Hobart City Council,Permanently Registered
8075,Collegiate Lower School,16-20 MOLLE ST,HOBART,7000,Hobart City Council,Permanently Registered
8076,House,1 MARLBOROUGH ST,PONTVILLE,7030,Brighton Council,Permanently Registered
8083,House,1 ABERDEEN ST,GLEBE,7000,Hobart City Council,Permanently Registered
8087,House,4 ABERDEEN ST,GLEBE,7000,Hobart City Council,Permanently Registered
8088,House,6 ABERDEEN ST,GLEBE,7000,Hobart City Council,Permanently Registered
8089,House,8 ABERDEEN ST,GLEBE,7000,Hobart City Council,Permanently Registered
8091,House,17 ABERDEEN ST,GLEBE,7000,Hobart City Council,Permanently Registered
8092,Tremadoc,18 ABERDEEN ST,GLEBE,7000,Hobart City Council,Permanently Registered
8093,Conjoined House,19 ABERDEEN ST,GLEBE,7000,Hobart City Council,Permanently Registered
8094,Conjoined House,20 ABERDEEN ST,GLEBE,7000,Hobart City Council,Permanently Registered
8095,House,21 ABERDEEN ST,GLEBE,7000,Hobart City Council,Permanently Registered
8100,House,27 ABERDEEN ST,GLEBE,7000,Hobart City Council,Permanently Registered
8101,House,29 ABERDEEN ST,GLEBE,7000,Hobart City Council,Permanently Registered
8135,House,14 TRUMPETER ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
8136,House,24 ATHOL ST,SOMERSET,7322,Waratah-Wynyard Council,Permanently Registered
8138,Revolving Kiln,440 GORDON RIVER RD,BUSHY PARK,7140,Derwent Valley Council,Permanently Registered
8139,Text Kiln,440 GORDON RIVER RD,BUSHY PARK,7140,Derwent Valley Council,Permanently Registered
8140,Red Kiln,440 GORDON RIVER RD,BUSHY PARK,7140,Derwent Valley Council,Permanently Registered
8142,Bakery,440 GORDON RIVER RD,BUSHY PARK,7140,Derwent Valley Council,Permanently Registered
8143,Cottage 3 (opp Red Kiln ref 78BrHeritage Map),440 GORDON RIVER RD,BUSHY PARK,7140,Derwent Valley Council,Permanently Registered
8144,Kentdale House,440 GORDON RIVER RD,BUSHY PARK,7140,Derwent Valley Council,Permanently Registered
8146,Sunbury House,1653 GLENORA RD,BUSHY PARK,7140,Derwent Valley Council,Permanently Registered
8159,Aquaduct (behind chemical store),440 GORDON RIVER RD,BUSHY PARK,7140,Derwent Valley Council,Permanently Registered
8160,Pickers Hut (At Jungle),440 GORDON RIVER RD,BUSHY PARK,7140,Derwent Valley Council,Permanently Registered
8163,House,14-16 LINDSAY ST,INVERMAY,7248,Launceston City Council,Permanently Registered
8168,Kandaha,34 QUEEN ST,BURNIE,7320,Burnie City Council,Permanently Registered
8169,House,1 BROWNE ST,WEST HOBART,7000,Hobart City Council,Permanently Registered
8172,Conjoined House,79-81 KING ST,SANDY BAY,7005,Hobart City Council,Permanently Registered
8173,Swanston House Stables,39 TOWER RD,NEW TOWN,7008,Hobart City Council,Permanently Registered
8174,Denmark Hill,440 GORDON RIVER RD,BUSHY PARK,7140,Derwent Valley Council,Permanently Registered
8179,Hobart Walking Club Hut,46 LAKE DOBSON RD,MOUNT FIELD,7140,Derwent Valley Council,Permanently Registered
8182,Commercial Building,22-24 PATERSON ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
8183,Shed,76 NAPOLEON ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
8184,MacKillop Hill Church and House,109 WILLIAM ST,FORTH,7310,Central Coast Council,Permanently Registered
8185,Conjoined House,9 CASCADE RD,SOUTH HOBART,7004,Hobart City Council,Permanently Registered
8186,Conjoined House,11 CASCADE RD,SOUTH HOBART,7004,Hobart City Council,Permanently Registered
8187,Conjoined House,13 CASCADE RD,SOUTH HOBART,7004,Hobart City Council,Permanently Registered
8188,House,19 CASCADE RD,SOUTH HOBART,7004,Hobart City Council,Permanently Registered
8189,House,37 CASCADE RD,SOUTH HOBART,7004,Hobart City Council,Permanently Registered
8190,House,39 CASCADE RD,SOUTH HOBART,7004,Hobart City Council,Permanently Registered
8191,House,41 CASCADE RD,SOUTH HOBART,7004,Hobart City Council,Permanently Registered
8194,House and Shop,16 LYALL ST,WESTBURY,7303,Meander Valley Council,Permanently Registered
8195,House,37 MEANDER VALLEY RD,CARRICK,7291,Meander Valley Council,Permanently Registered
8197,House,43 KING EDWARD ST,ULVERSTONE,7315,Central Coast Council,Permanently Registered
8198,House,60 VICTORIA ST,ULVERSTONE,7315,Central Coast Council,Permanently Registered
8204,Bismarck (Collinsvale) Cemetery,20 CHURCH RD,COLLINSVALE,7012,Glenorchy City Council,Permanently Registered
8205,Naracoopa Jetty,THE ESPLANADE,NARACOOPA,7256,King Island Council,Permanently Registered
8208,Cottage,4 NILE RD,EVANDALE,7212,Northern Midlands Council,Permanently Registered
8210,Commercial Building,50A MURRAY ST,HOBART,7000,Hobart City Council,Permanently Registered
8211,Commercial Building,52 MURRAY ST,HOBART,7000,Hobart City Council,Permanently Registered
8212,Upper Derwent United Hall,489 GORDON RIVER RD,BUSHY PARK,7140,Derwent Valley Council,Permanently Registered
8213,House and former Blacksmith Shop,254-286 LIVERPOOL ST,HOBART,7000,Hobart City Council,Permanently Registered
8214,Cottage,75 ENTALLY RD,HADSPEN,7290,Meander Valley Council,Permanently Registered
8215,Ida Bay Railway,LIMESTONE QUARRY RD,IDA BAY,7109,Huon Valley Council,Permanently Registered
8216,Andora,142 NILE RD,EVANDALE,7212,Northern Midlands Council,Permanently Registered
8217,Town Hall,151 ROOKE ST,DEVONPORT,7310,Devonport City Council,Permanently Registered
8218,Former Courthouse,145 ROOKE ST,DEVONPORT,7310,Devonport City Council,Permanently Registered
8219,Bruny Island Quarantine Station,816 KILLORA RD,NORTH BRUNY,7150,Kingborough Council,Permanently Registered
8222,Harvey Lane,GARTH AVE,SANDY BAY,7005,Hobart City Council,Permanently Registered
8223,Long Marsh Dam and ConvictrProbation Station,HONEYSUCKLE RD,LONG MARSH,7209,Northern Midlands Council,Permanently Registered
8224,Mount Lyell Mine Co Office Complex,PENGHANA RD,QUEENSTOWN,7467,West Coast Council,Permanently Registered
8225,St Mary's Church of Our Hope,19 CHAPMAN AVE,DOVER,7117,Huon Valley Council,Permanently Registered
8227,Burton's Factory Site,16 CHARLTON ST,CYGNET,7112,Huon Valley Council,Permanently Registered
8238,House,52 MONTAGU ST,NEW TOWN,7008,Hobart City Council,Permanently Registered
8276,House,69 ELPHIN RD,LAUNCESTON,7250,Launceston City Council,Permanently Registered
8277,Cottage,21 WELMAN ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
8279,Westbury Town Hall,26 LYALL ST,WESTBURY,7303,Meander Valley Council,Permanently Registered
8280,House,43 BRIDGE ST,RICHMOND,7025,Clarence City Council,Permanently Registered
8281,Borradaile Plain Hut,MERSEY FOREST RD,LIENA,7304,Meander Valley Council,Permanently Registered
8288,Du Cane Hut,N/A N/A,CRADLE MT - LAKE STrCLAIR NATIONAL PARK,7306,Central Highlands Council,Permanently Registered
8289,Basil Steers' February Plains Hut No.r1,BARE HILL RD,FEBRUARY PLAINS,7304,Meander Valley Council,Permanently Registered
8299,Conjoined House,75-77 KING ST,SANDY BAY,7005,Hobart City Council,Permanently Registered
8300,How's Snaring Hut and Skin Shed,ARM RD,MERSEY FOREST,7304,Meander Valley Council,Permanently Registered
8303,Former Commandant's Cottage,463 BRIGHTON RD,PONTVILLE,7030,Southern Midlands Council,Permanently Registered
8304,King George V Park,58-60 HIGH ST,SHEFFIELD,7306,Kentish Council,Permanently Registered
8305,Elim,17 LANSDOWNE CRES,WEST HOBART,7000,Hobart City Council,Permanently Registered
8308,John Watson's Slip Cottages,70 ESPLANADE RD,MIDDLETON,7163,Kingborough Council,Permanently Registered
8309,Boronia,88 ROSLYN AVE,KINGSTON BEACH,7050,Kingborough Council,Permanently Registered
8310,Fort Pierson / Oxley Lookout,310-316 TINDERBOX RD,TINDERBOX,7054,Kingborough Council,Permanently Registered
8311,Hilldrop former Collinsvale YouthrHostel,556 COLLINSVALE RD,COLLINSVALE,7012,Glenorchy City Council,Permanently Registered
8314,Martindale,21 BALMAIN ST,GLENORCHY,7010,Glenorchy City Council,Permanently Registered
8315,Loscombe,1 LOSCOMBE CT,MOONAH,7009,Glenorchy City Council,Permanently Registered
8316,Bowen Road School,35 BOWEN RD,MOONAH,7009,Glenorchy City Council,Permanently Registered
8317,Leura,5-9 MAIN RD,MOONAH,7009,Glenorchy City Council,Permanently Registered
8318,Glenview,2-10 WINDSOR ST,GLENORCHY,7010,Glenorchy City Council,Permanently Registered
8327,Methodist Church,18 CHURCH RD,COLLINSVALE,7012,Glenorchy City Council,Permanently Registered
8332,House and pickers huts,134 FAIRY GLEN RD,COLLINSVALE,7012,Glenorchy City Council,Permanently Registered
8334,The Bungalow,608 COLLINSVALE RD,COLLINSVALE,7012,Glenorchy City Council,Permanently Registered
8337,Seventh Day Adventist Church,549 COLLINSVALE RD,COLLINSVALE,7012,Glenorchy City Council,Permanently Registered
8341,Carrick Inn,46 MEANDER VALLEY RD,CARRICK,7291,Meander Valley Council,Permanently Registered
8346,Former Frankford Uniting Church,1978 FRANKFORD RD,FRANKFORD,7275,West Tamar Council,Permanently Registered
8347,Mathinna Catholic Church,KING ST,MATHINNA,7214,Break O'Day Council,Permanently Registered
8348,Former Church,1 GROVES ST,GLADSTONE,7264,Dorset Council,Permanently Registered
8349,Turners Marsh Catholic Chapel &rCemetery,14 NICHOLLS RD,KAROOLA,7267,Launceston City Council,Permanently Registered
8350,Commercial Building,18-20 PATERSON ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
8351,House,549 SANDY BAY RD,SANDY BAY,7005,Hobart City Council,Permanently Registered
8560,Nutgrove,16 NUTGROVE AVE,SANDY BAY,7005,Hobart City Council,Permanently Registered
8568,Thalassa,552 SANDY BAY RD,SANDY BAY,7005,Hobart City Council,Permanently Registered
8576,Woodbury,10 FISHER AVE,SANDY BAY,7005,Hobart City Council,Permanently Registered
8577,Fahan School,1 FISHER LANE,SANDY BAY,7005,Hobart City Council,Permanently Registered
8579,The Arches,31 FISHER AVE,SANDY BAY,7005,Hobart City Council,Permanently Registered
8592,Waimea House,44 WAIMEA AVE,SANDY BAY,7005,Hobart City Council,Permanently Registered
8613,Chandler's Nursery House,75 QUEEN ST,SANDY BAY,7005,Hobart City Council,Permanently Registered
8617,Dynnyrne House,31 DYNNYRNE RD,DYNNYRNE,7005,Hobart City Council,Permanently Registered
8623,Former Queenborough Arms Stable,57 QUEEN ST,SANDY BAY,7005,Hobart City Council,Permanently Registered
8631,House and Stable,2 KING ST,SANDY BAY,7005,Hobart City Council,Permanently Registered
8634,Terrace,4-8 ASHFIELD ST,SANDY BAY,7005,Hobart City Council,Permanently Registered
8650,Cottage and Barn,1 LINCOLN ST,SANDY BAY,7005,Hobart City Council,Permanently Registered
8657,Frinton,6 ELLINGTON RD,SANDY BAY,7005,Hobart City Council,Permanently Registered
8661,Jet Service Station (formerlyrRiverview Garage),479 SANDY BAY RD,SANDY BAY,7005,Hobart City Council,Permanently Registered
8663,Livingstone's Dairy,61 RED CHAPEL AVE,SANDY BAY,7005,Hobart City Council,Permanently Registered
8674,Sandy Bay Baptist Church,239 SANDY BAY RD,SANDY BAY,7005,Hobart City Council,Permanently Registered
8680,Princes Street Primary School,113 PRINCES ST,SANDY BAY,7005,Hobart City Council,Permanently Registered
8688,Former Braithwaite's Bakery,42 PARLIAMENT ST,SANDY BAY,7005,Hobart City Council,Permanently Registered
8721,Fort Nelson,24 GARDENIA GR,SANDY BAY,7005,Hobart City Council,Permanently Registered
8726,Stable,2 ASHFIELD ST,SANDY BAY,7005,Hobart City Council,Permanently Registered
8733,House,597 SANDY BAY RD,SANDY BAY,7005,Hobart City Council,Permanently Registered
8744,Cottage,5 QUEEN ST,BOTHWELL,7030,Central Highlands Council,Permanently Registered
8745,Kempton Bridge,OLD MIDLAND HWY,KEMPTON,7030,Southern Midlands Council,Permanently Registered
8747,Hall,8241 CHANNEL HWY,CRADOC,7109,Huon Valley Council,Permanently Registered
8749,Elm Tree,9 BEULAH GDNS,EAST LAUNCESTON,7250,Launceston City Council,Permanently Registered
8750,Relocated Rural Schoolhouses,45 CHURCH RD,OATLANDS,7120,Southern Midlands Council,Permanently Registered
8756,Oatlands Railway Station (former),45 CHURCH ST,OATLANDS,7120,Southern Midlands Council,Permanently Registered
8763,Roberts Salt and Soap Factory Site,N/A LENNON RD,NORTH BRUNY,7150,Kingborough Council,Permanently Registered
8764,Kelly and Lucas'  Bull Bay WhalingrStation,585 BRUNY ISLAND MAIN RD,NORTH BRUNY,7150,Kingborough Council,Permanently Registered
8770,Cockle Creek Cemetery,COCKLE CREEK RD,RECHERCHE,7109,Huon Valley Council,Permanently Registered
8780,Mount Nelson Signal Station,700 NELSON RD,MOUNT NELSON,7007,Hobart City Council,Permanently Registered
8781,Former Devonport Primary School,51 STEELE ST,DEVONPORT,7310,Devonport City Council,Permanently Registered
8783,Cottage,98 SANDY BAY RD,BATTERY POINT,7004,Hobart City Council,Permanently Registered
8784,Saundridge Memorial Chapel,1284 SAUNDRIDGE RD,CRESSY,7302,Northern Midlands Council,Permanently Registered
8895,Lock Ley,30 HILL ST,WEST LAUNCESTON,7250,Launceston City Council,Permanently Registered
8896,House,32 HILL ST,WEST LAUNCESTON,7250,Launceston City Council,Permanently Registered
8897,House,34 HILL ST,WEST LAUNCESTON,7250,Launceston City Council,Permanently Registered
8899,Hillcrest,38 HILL ST,WEST LAUNCESTON,7250,Launceston City Council,Permanently Registered
8901,House,44 HILL ST,WEST LAUNCESTON,7250,Launceston City Council,Permanently Registered
8902,Eversley,50 HILL ST,WEST LAUNCESTON,7250,Launceston City Council,Permanently Registered
9135,Crabtree Federation Houses,26 BOURKE ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
9138,Conjoined Victorian Houses,6 BOURKE ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
9141,Fern Cottage,51 BOURKE ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
9144,Lanoma Villa and former HytherSchool,65A BOURKE ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
9190,House,3 COLLEGE ST,NEWSTEAD,7250,Launceston City Council,Permanently Registered
9463,Bienfells,16 HAMPDEN ST,SOUTH LAUNCESTON,7249,Launceston City Council,Permanently Registered
9542,House,5 HILLSIDE CRES,WEST LAUNCESTON,7250,Launceston City Council,Permanently Registered
9543,Byronya,6 HILLSIDE CRES,WEST LAUNCESTON,7250,Launceston City Council,Permanently Registered
9613,Holy Trinity Parsonage,35 LAWRENCE ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
9736,House,7 STONE ST,WEST LAUNCESTON,7250,Launceston City Council,Permanently Registered
9827,House,308 UPPER YORK ST,WEST LAUNCESTON,7250,Launceston City Council,Permanently Registered
9832,Drill Hall,4-6 ALBERT ST,SHEFFIELD,7306,Kentish Council,Permanently Registered
9834,House,19 GREGORY ST,SANDY BAY,7005,Hobart City Council,Permanently Registered
9843,Roseleigh,352 DAVEY ST,SOUTH HOBART,7004,Hobart City Council,Permanently Registered
9844,Old Congregational Cemetery,207 STONY RISE RD,STONY RISE,7310,Devonport City Council,Permanently Registered
9855,Bel Air,7 GRANGE AVE,TAROONA,7053,Kingborough Council,Permanently Registered
9864,Inglewood School,1085 INGLEWOOD RD,ANDOVER,7120,Southern Midlands Council,Permanently Registered
9876,Carlton House,5 FITZROY PL,SANDY BAY,7005,Hobart City Council,Permanently Registered
9883,Commercial Retail,96 BRISBANE ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
9885,The Willows,3 BEACH RD,LINDISFARNE,7015,Clarence City Council,Permanently Registered
9886,House,22 QUEEN ST,BURNIE,7320,Burnie City Council,Permanently Registered
9888,Tepid Baths,212 COLLINS ST,HOBART,7000,Hobart City Council,Permanently Registered
9889,Butcher's Shop (former),81 HIGH ST,OATLANDS,7120,Southern Midlands Council,Permanently Registered
9912,Former Huon Pine Oil Factory,48 ESPLANADE,STRAHAN,7468,West Coast Council,Permanently Registered
9914,Conjoined House,228 CHARLES ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
9915,Conjoined House,230 CHARLES ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
9917,Conjoined House,234 CHARLES ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
9924,Pump House Point,LAKE ST CLAIR RD,LAKE ST CLAIR,7140,Central Highlands Council,Permanently Registered
9928,State Cinema,367-375 ELIZABETH ST,NORTH HOBART,7000,Hobart City Council,Permanently Registered
9930,Bonaventure,4 BAULDS RD,FLOWERDALE,7325,Waratah-Wynyard Council,Permanently Registered
9933,Commercial Retail,104 ELIZABETH ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
9934,Commercial Retail,108 ELIZABETH ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
9935,Commercial Retail,112 ELIZABETH ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
9937,Granton (fmr South Bridgewater)rConvict Site,19 TARRANTS RD,GRANTON,7030,Derwent Valley Council,Permanently Registered
9939,Granton (fmr South Bridgewater)rConvict Site,6 FOREST RD,GRANTON,7030,Derwent Valley Council,Permanently Registered
9945,Cottage,158 GUYS RD,CYGNET,7112,Huon Valley Council,Permanently Registered
9947,Rose and Walter Adams' Cottage,COCKLE CREEK RD,RECHERCHE BAY,7109,Huon Valley Council,Permanently Registered
9951,House,21 WELLINGTON ST,NORTH HOBART,7000,Hobart City Council,Permanently Registered
10010,Pontville Gaol / Watch House,371 BRIGHTON RD,PONTVILLE,7030,Brighton Council,Permanently Registered
10012,House,28 FORMBY RD,DEVONPORT,7310,Devonport City Council,Permanently Registered
10021,Warringa,104 FLINDERS ESP,TAROONA,7053,Kingborough Council,Permanently Registered
10035,Former Staff Quarters of the Willowsr(Mimosa),421 ELIZABETH ST,NORTH HOBART,7000,Hobart City Council,Permanently Registered
10036,Korongee,85 COLEMAN ST,MOONAH,7009,Glenorchy City Council,Permanently Registered
10037,'The Mercury' Buildings,89-93 MACQUARIE ST,HOBART,7000,Hobart City Council,Permanently Registered
10038,Montacute,1288 HOLLOW TREE RD,HOLLOW TREE,7140,Central Highlands Council,Permanently Registered
10057,Former Department of Education andrTeachers' Federation Building,116 BATHURST ST,HOBART,7000,Hobart City Council,Permanently Registered
10064,Kelly Street Offices,2 KELLY ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
10093,Former Tasmanian Tyre ServicerBuilding,182 BRISBANE ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
10103,Former Wesleyan Chapel Site andrCemetery,37A WELLINGTON ST,OATLANDS,7120,Southern Midlands Council,Permanently Registered
10136,Garibaldi Miners' Township,N/A GLADSTONE RD,HERRICK,7264,Dorset Council,Permanently Registered
10157,Hagley Uniting Church & Cemetery,MEANDER VALLEY RD,HAGLEY,7292,Meander Valley Council,Permanently Registered
10174,Steppes Hall,5813 HIGHLAND LAKES RD,STEPPES,7030,Central Highlands Council,Permanently Registered
10182,Victoria Dock,LOT 1 FRANKLIN WHRF,HOBART,7000,Hobart City Council,Permanently Registered
10183,Former Holyman's Building,3 MORRISON ST,HOBART,7000,Hobart City Council,Permanently Registered
10184,Constitution Dock (incl. Bridge andrCrane),LOT 1 FRANKLIN WHRF,HOBART,7000,Hobart City Council,Permanently Registered
10188,St George's Anglican Church,669 TUNNACK RD,PARATTAH,7120,Southern Midlands Council,Permanently Registered
10195,Former Post Office,14 MURRAY ST,EAST DEVONPORT,7310,Devonport City Council,Permanently Registered
10196,Lake House,158 TIBERIAS RD,TIBERIAS,7120,Southern Midlands Council,Permanently Registered
10198,Western Tiers Convict Road PartyrSite,TUNBRIDGE TIER RD,TUNBRIDGE,7120,Southern Midlands Council,Permanently Registered
10202,Former Tunbridge Police & ConvictrRoad Station,132 MAIN RD,TUNBRIDGE,7120,Southern Midlands Council,Permanently Registered
10203,Cottage,125 OLD MAIN RD,TUNBRIDGE,7120,Southern Midlands Council,Permanently Registered
10205,Southport Probation Station,42 KINGFISH BEACH RD,SOUTHPORT,7109,Huon Valley Council,Permanently Registered
10210,Southport Probation Station,46 KINGFISH BEACH RD,SOUTHPORT,7109,Huon Valley Council,Permanently Registered
10225,Lymington Probation Station,11 NICHOLS RD,LYMINGTON,7109,Huon Valley Council,Permanently Registered
10227,Lymington Probation Station,NICHOLS RD,LYMINGTON,7109,Huon Valley Council,Permanently Registered
10228,Lymington Probation Station - road &rverge,NICHOLS ROAD (AND ROAD VERGE),LYMINGTON,7109,Huon Valley Council,Permanently Registered
10240,Impression Bay Probation Station,2 JONES RD,PREMAYDENA,7185,Tasman Council,Permanently Registered
10254,Fingal Probation Station,14-16 STIEGLITZ ST,FINGAL,7214,Break O'Day Council,Permanently Registered
10255,Fingal Probation Station,18-20 STIEGLITZ ST,FINGAL,7214,Break O'Day Council,Permanently Registered
10256,Fingal Probation Station,RUSSELL ST,FINGAL,7214,Break O'Day Council,Permanently Registered
10257,Fingal Probation Station,RUSSELL ST,FINGAL,7214,Break O'Day Council,Permanently Registered
10260,Impression Bay Probation Station,1047 NUBEENA RD,PREMAYDENA,7185,Tasman Council,Permanently Registered
10261,Impression Bay Probation Station,19 SALTWATER RIVER RD,PREMAYDENA,7185,Tasman Council,Permanently Registered
10262,Impression Bay Probation Station,3 SALTWATER RIVER RD,PREMAYDENA,7185,Tasman Council,Permanently Registered
10267,Impression Bay Probation Station,ROAD RESERVE AT JUNCTION OFrNUBEENA ROAD AND SALTWATERrRIVER ROAD,PREMAYDENA,7185,Tasman Council,Permanently Registered
10268,Impression Bay Probation Station,1 SALTWATER RIVER RD,PREMAYDENA,7185,Tasman Council,Permanently Registered
10271,Impression Bay Probation Station,16 JONES RD,PREMAYDENA,7185,Tasman Council,Permanently Registered
10277,Pontville Police Station,362 BRIGHTON RD,PONTVILLE,7030,Brighton Council,Permanently Registered
10278,Pontville Constable's Quarters,371 BRIGHTON RD,PONTVILLE,7030,Brighton Council,Permanently Registered
10281,Franklin Masonic Hall,3348 HUON HWY,FRANKLIN,7113,Huon Valley Council,Permanently Registered
10297,Windsor Farm,3520 HUON HWY,FRANKLIN,7113,Huon Valley Council,Permanently Registered
10298,St Colman's Catholic Church &rCemetery,931 ELLENDALE RD,ELLENDALE,7140,Central Highlands Council,Permanently Registered
10302,Congregational Cemetery,45 MAXFIELDS RD,FRANKLIN,7113,Huon Valley Council,Permanently Registered
